Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
fibu;datev_kredibuchmode;FiBu - Datev;DATEV_KREDIBUCHMODE;Kreditorenbelege änderbar buchen;"Ist der Kenner nicht gesetzt, werden Kreditorbelege kontiert gebucht (Festschreibung=1) und können in Datev nicht mehr verändert werden. <br>
Ist der Kenner gesetzt, werden Debitorbelege änderbar gebucht (Festschreibung=0) und können in Datev noch verändert werden. <br>
<br>
<b>Hinweis:</b> Diese Option ist nur bei Einsatz der Fibu-Schnittstelle <i>DATEV-Format</i> verfügbar.";false;false;true 2
fibu;datev_lefrechnungsnr;FiBu - Datev;DATEV_LEFRECHNUNGSNR;Lieferantenrechnungsnummer verwenden;Ist der Kenner gesetzt, so wird dem DATEV-Belegfeld 1 beim Übergeben der Eingangsrechnungen die Lieferantenrechnungsnummer (Rechnungs-Nr.) zugeordnet. Andernfalls wird die Rechnungsnummer zugeordnet.;false;false;true 2
fibu;datev_sachkontenlaenge;FiBu - Datev;DATEV_SACHKONTENLAENGE;Sachkontennummernlänge;"Geben Sie hier die maximale Länge der Sachkontennummern an. Minimalwert = 4; Maximalwert = 8. <br>
<br>
Die Personenkonten müssen in DATEV immer eine Stelle mehr haben als die Sachkonten. <br>
<br>
<b>Hinweis:</b> Diese Option ist nur bei Einsatz der Fibu-Schnittstelle <i>DATEV-Format</i> verfügbar.";4;4;true 2
fibu;debibelegdupl;FiBu - Sage Finanz;DEBIBELEGDUPL;Debitor Belegnummern;Ist der Kenner gesetzt werden duplizierte Belegnummer erlaubt. Bei nicht gesetztem Kenner sind duplizierte Belegnummern verboten. Der Beleg wird zurückgewiesen.;false;false;true 2
fibu;debibuchmode;FiBu - Sage Finanz;DEBIBUCHMODE;Debitoren Belege definitiv buchen;Ist der Kenner gesetzt, werden Debitorenbelege definitiv gebucht. Ist der Kenner nicht gesetzt werden Debitorenbelege provisorisch gebucht.;false;false;true 2
fibu;direkt;FiBu - Datev;DIREKT;Direkt verbuchen;Ist der Kenner gesetzt, so wird beim Übergeben der Ausgangsrechnungen bzw. der Eingangsrechnungen auf das Erlöskonto bzw. Aufwandskonto direkt gebucht. Ist der Kenner nicht gesetzt, so wird immer über ein Verrechnungskonto gebucht. Beim Zweiten darf das Verrechnungskonto keine Steuerautomatik haben.;true;true;true 2
fibu;er0buchen;FiBu - Allgemeines;ER0BUCHEN;Kreditorbelege mit Betrag 0 buchen;Ist der Kenner gesetzt, werden Eingangsrechnungen und Gutschriften mit Gesamtbetrag 0 an die Finanzbuchhaltung übergeben. Voraussetzung ist, daß das eingesetzte Finanzbuchhaltungssytem Buchungen mit Gesamtbetrag 0 erlaubt. Ist der Kenner nicht gesetzt, wird der Status des Beleges erhöht ohne den Beleg an die Finanzbuchhaltung zu übergeben.;true;true;true 2
fibu;extmenu_url_egecko;FiBu - CSS eGecko;EXTMENU_URL_EGECKO;CSS eGecko Webapplication URL;"Der Pfad zur Webapplication von CSS eGecko.<br><br>

<b>Beispiel einer URL-Eingabe:</b><br>
http://localhost:8080/egecko/iwf?[PARAMS]<br><br>

Hierbei befindet sich der CSS eGecko Server auf dem lokalen Rechner (localhost) im Installationsordner 'egecko' des Webservers und wird unter Port 8080 bereitgestellt.

";;;true 2
fibu;fibu;FiBu - Allgemeines;FIBU;FiBu-Schnittstelle;Öffnet eine Liste der FiBu-Schnittstellen.;keine;CSSEGECKO;false 2
fibu;fibukurs;FiBu - Sage Finanz;FIBUKURS;Kurse im Beleg Übergeben;"Ist der Kenner gesetzt, wird bei der BelegÜbergabe; Kurs=1/Kurs übertragen. Ist der Kenner nicht gesetzt, wird bei der Belegübergabe; Kurs=Kurs übertragen.";false;false;true 2
fibu;fibustatus;FiBu - Allgemeines;FIBUSTATUS;FiBu-Status;<b>0</b> : Der Datensatz ist in der Finanzbuchhaltung unbekannt. Er wurde noch nicht in die Finanzbuchhaltung übertragen. Bei einer Übertragung wird der Datensatz angelegt. <br><b>1</b> : Der Datensatz ist in beiden Systemen aktuell. <br><b>2</b> : Der Datensatz in der Finanzbuchhaltung ist nicht aktuell. Bei einer Übertragung wird dieser Datensatz erneut übertragen.;0 unbekannt,1 aktuell,2 nicht aktuell;0 unbekannt,1 aktuell,2 nicht aktuell;true 2
fibu;fibuziel;FiBu - Allgemeines;FIBUZIEL;Aufrufbefehl der Finanzbuchhaltungsanwendung;Befehl um die Finanzbuchhaltung aus dem APWay zu starten. Inklusive Installationspfad. Dabei ist der umgekehrte Schrägstrich doppelt einzutragen.<br>Beispiel:<br>Der Eintrag \\\\netz\\fibu\\finanz.exe startet die Anwendung finanz.exe im Pfad \\netz\fibu;;\\\\192.168.208.102\\eGECKO\\Test\\Manager.exe;false 2
fibu;hostname;FiBu - Varial World Edition;HOSTNAME;Hostname;Name des für den FiBu-Export zu verwendenden Servers. Auf dem Server muss das WebServices installiert sein. Beispiel: localhost;localhost;localhost;true 2
fibu;individualkondition;FiBu - Varial Guide;INDIVIDUALKONDITION;Individualkondition;Individualkondition für Debitor- und Kreditor-Buchung. Ist das Kennzeichen nicht aktiviert wird der Konditionsschlüssel der Rechnung übertragen. Wenn aktiviert wird der Konditionsschlüssel in der Rechnungsübergabe immer mit 999 besetzt.;false;false;true 2
fibu;korecumulate;FiBu - Kostenrechnung;KORECUMULATE;Verdichten (KORECUMULATE);Ist der Kenner nicht gesetzt, werden KoRe-Buchungen und Sachbuchnungen einzeln übertragen.;true;true;true 2
fibu;kost2_ausgang;FiBu - Datev;KOST2_AUSGANG;Kostenstelle 2 in Ausgangsrechnung;Gibt an, welches Feld der Ausgangsrechnungsposition an der Stelle Kost2 übergeben wird.;;;true 2
fibu;kost2_eingang;FiBu - Datev;KOST2_EINGANG;Kostenstelle 2 in Eingangsrechnung;Gibt an, welches Feld der Eingangrechnungsposition an der Stelle Kost2 übergeben wird.;;;true 2
fibu;kredibelegdupl;FiBu - Sage Finanz;KREDIBELEGDUPL;Kreditor Belegnummern;Ist der Kenner gesetzt werden duplizierte Belegnummer erlaubt. Bei nicht gesetztem Kenner sind duplizierte Belegnummern verboten. Der Beleg wird zurückgewiesen.;false;false;true 2
fibu;kredibuchmode;FiBu - Sage Finanz;KREDIBUCHMODE;Kreditoren Belege definitiv buchen;Ist der Kenner gesetzt, werden Kreditorenbelege definitiv gebucht. Ist der Kenner nicht gesetzt, werden Kreditorenbelege provisorisch gebucht.;true;true;true 2
fibu;kredidebionline;FiBu - Allgemeines;KREDIDEBIONLINE;Debitoren und Kreditoren online übertragen;Ist der Kenner gesetzt, werden neue oder geänderte Kunden und Lieferanten sofort online übertragen. Ist der Kenner nicht gesetzt, können neue oder geänderte Kunden und Lieferanten nur mit der Sammelübertragung übertragen werden.<br><b>Hinweis:</b> Die Online-Übertragung darf bei Einsatz der Fibu-Schnittstelle <i>Datev</i> nicht aktiviert werden.;true;true;true 2
fibu;log_invoice_details;FiBu - Allgemeines;LOG_INVOICE_DETAILS;Protokollierung von Rechnungsinhalten;Bei Verwendung der Rechnungswesen-Schnittstellen <i>CSS eGecko</i> und <i>Varial World Edition</i> beispielsweise werden die zu übertragenden Rechnungen in Form von XML-Dateien übertragen. Bei aktiviertem Kenner wird bei der Übertragung von Debitor- bzw. Kreditorbelegen, die Protokollierung selbiger um Detailinformationen ergänzt. Im Feld Details eines Protokolldatensatzes (auf der APplus-Seite Protokoll-Tabelle) wird nun der gesamte Inhalt des übertragenen Belegs abgespeichert.<br><b>Hinweis:</b> Diese Option steht bei Einsatz der Rechnungswesen <i>CSS eGecko</i> und <i>Varial World Edition ab Version 1.57</i> zur Verfügung.;false;false;true 2
fibu;personal;FiBu - Allgemeines;PERSONAL;Bearbeiter übertragen;Ist der Kenner gesetzt, wird der Bearbeiter in den Debitor-/Kreditorstammdaten übertragen. Ist der Kenner nicht gesetzt, wird der Bearbeiter in den Debitor-/Kreditorstammdaten nicht übertragen.<br><b>Hinweis:</b> Diese Option steht nur bei Einsatz des Rechnungswesen <i>Sage Finanz</i>  und <i>Varial World Edition ab Version 1.57</i>  zur Verfügung. Mit <i>Sage Finanz</i>  wird der Bearbeiter zusätzlich in den Debitor-/Kreditorbelegen übertragen.;false;false;true 2
fibu;port;FiBu - Varial World Edition;PORT;Port des Proxy-Servers;Zugehöriger Port. Beispiel: 8081;8080;8080;true 2
fibu;projektbuchen;FiBu - Sage Finanz;PROJEKTBUCHEN;Projekt in Rechnungen übertragen;Ist der Kenner gesetzt, wird das Projekt aus den Belegpositionen übertragen. Ist der Kenner nicht gesetzt, wird das Projekt aus den Belegpositionen nicht übertragen.;true;true;true 2
fibu;purchaseinvoice_gapless_numberrange;FiBu - CSS eGecko;PURCHASEINVOICE_GAPLESS_NUMBERRANGE;Lückenlose Nummernvergabe für Eingangsrechnungen;"Ist dieser Kenner gesetzt, wird gewährleistet, dass die Rechnungsnummern der nach eGecko übertragenen Rechnungen lückenlos sind.
Damit einhergehend ist es nicht mehr möglich, eine Rechnung regulär zu drucken, bevor diese an die Fibu übergeben wurde.";false;false;true 2
fibu;rechnung_ladresse;FiBu - Varial World Edition;RECHNUNG_LADRESSE;Rechnungs-Lieferadresse in Debitorbelegen;Ist der Kenner gesetzt, wird die  Rechnungs-Lieferadresse und deren USt-ID-Nr. in Debitorbelegen übertragen.<br><b>Hinweis:</b> Diese Option darf nur bei Einsatz der  Varial World Edition ab Version 1.65 aktiviert werden.;false;false;true 2
fibu;salesinvoice_gapless_numberrange;FiBu - CSS eGecko;SALESINVOICE_GAPLESS_NUMBERRANGE;Lückenlose Nummernvergabe für Ausgangsrechnungen;"Ist dieser Kenner gesetzt, wird gewährleistet, dass die Rechnungsnummern der nach eGecko übertragenen Rechnungen lückenlos sind.
Damit einhergehend ist es nicht mehr möglich, eine Rechnung regulär zu drucken, bevor diese an die Fibu übergeben wurde.";false;false;true 2
fibu;updatedebi;FiBu - Allgemeines;UPDATEDEBI;Debitoren bei der Rechnungsübergabe auch übertragen;Ist der Kenner gesetzt, wird der Debitor bei der Rechnungsübergabe aktualisiert. Ist der Kenner nicht gesetzt, wird der Debitor bei der Rechnungsübergabe nicht aktualisiert.;false;true;false 2
fibu;updatekredi;FiBu - Allgemeines;UPDATEKREDI;Kreditoren bei der Rechnungsübergabe auch übertragen;Ist der Kenner gesetzt, wird der Kreditor bei der Rechnungsübergabe aktualisiert. Ist der Kenner nicht gesetzt, wird der Kreditor bei der Rechnungsübergabe nicht aktualisiert.;false;false;true 2
fibu;vertreter;FiBu - Allgemeines;VERTRETER;Vertreter übertragen;Ist der Kenner gesetzt, wird der Vertreter in den Debitor- bzw. Kreditor-Stammdaten und den Debitor-Belegen übertragen. Bei der Verwendung der Rechnungswesen-Software <i>CSS eGecko</i> werden die Vertreter-Informationen ausschließlich in den Debitor- bzw. Kreditor-Stammdaten übertragen. Bei deaktiviertem Kenner werden keine Vertreter-Informationen übertragen.<br><b>Hinweis:</b> Diese Option steht bei Einsatz der Rechnungswesen <i>CSS eGecko</i>, <i>Sage Finanz</i>  und <i>Varial World Edition ab Version 1.57</i>  zur Verfügung.;false;false;true 2
fibu;vr0buchen;FiBu - Allgemeines;VR0BUCHEN;Debitorbelege mit Betrag 0 buchen;Ist der Kenner gesetzt, werden Vertriebsrechnungen und Gutschriften mit Gesamtbetrag 0 an die Finanzbuchhaltung übergeben. Voraussetzung ist, daß das eingesetzte Finanzbuchhaltungssytem Buchungen mit Gesamtbetrag 0 erlaubt. Ist der Kenner nicht gesetzt, wird der Status des Beleges erhöht ohne den Beleg an die Finanzbuchhaltung zu übergeben.;true;true;true 2
fibu;vweport;FiBu - Varial World Edition;VWEPORT;Port des Varial-Servers;Zugehöriger Port. Beispiel: 6668;6668;6668;true 2
fibu;vweserver;FiBu - Varial World Edition;VWESERVER;Varial World Edition Server;Name des Servers für die Varial World Edition. Beispiel: localhost;LOCALHOST;LOCALHOST;true 2
fibu;zahlarten;FiBu - Zahlarten;ZAHLARTEN;Zahlarten VK;"Für CSS eGecko bitte folgende Vertrieb-Zahlarten verwenden:<br><b>0</b>: kein Zahlverkehr<br><b>32</b>: Sepa-Basislastschrift<br><b>33</b>: Sepa-Firmenlastschrift<br><b>1</b>: Abbuchung<br><b>5</b>: Lastschrift<br><b>11</b>: Kreditkarte<br><b>12</b>: Barzahlung<br><b>13</b>: Vorkasse<br><b>14</b>: Nachnahme<br><b>31</b>: Sepa-Überweisung<br>
<br>Für Datev bitte folgende Vertrieb-Zahlarten verwenden:<br>
<b>0</b>: keine Angaben<br>
<b>1</b>: Einzelüberweisung mit einer Rechnung<br>
<b>2</b>: Einzelüberweisung mit mehreren Rechnungen<br>
<b>3</b>: Sammelüberweisung mit einer Rechnung<br>
<b>4</b>: Sammelüberweisung mit mehreren Rechnungen<br>
<b>5</b>: Einzelscheck<br>
<b>6</b>: Sammelscheck<br>
<b>7</b>: SEPA-Überweisung mit einer Rechnung<br>
<b>8</b>: SEPA-Überweisung mit mehreren Rechnungen<br>
<b>9</b>: keine Überweisungen, Schecks<br>
<br>Für Varial World Edition bitte folgende Vertrieb-Zahlarten verwenden:<br><b>PTE_UNKNOWN</b>: Unbekannt<br><b>PTE_DIRECTDEBIT</b>: Lastschrift<br><b>PTE_BANKCOLLECTION</b>: Bankeinzug<br><br>Für Varial Guide bitte folgende Vertrieb-Zahlarten verwenden:<br><b>00</b>: ohne autom. Zahlung<br><b>01</b>: Lastschrift<br><b>02</b>: Bankeinzug<br><b>03</b>: Wechsel<br><br>Für Sage Finanz keine Vertrieb-Zahlarten verwenden.";0: kein Zahlverkehr,32: Sepa-Basislastschrift,33: Sepa-Firmenlastschrift,1: Abbuchung,5: Lastschrift,31: Sepa-Überweisung;0: kein Zahlverkehr,32: Sepa-Basislastschrift,33: Sepa-Firmenlastschrift,1: Abbuchung,5: Lastschrift,31: Sepa-Überweisung;true 2
fibu;zahlartenek;FiBu - Zahlarten;ZAHLARTENEK;Zahlarten EK;"Für CSS eGecko bitte folgende Einkauf-Zahlarten verwenden:<br><b>0</b>: kein Zahlverkehr<br><b>31</b>: Sepa-Überweisung<br><b>6</b>: Scheck<br><b>7</b>: Überweisung<br><b>8</b>: Überweisung DTA AZV<br><b>11</b>: Kreditkarte<br><b>12</b>: Barzahlung<br><b>13</b>: Vorkasse<br><b>14</b>: Nachnahme<br><b>15</b>: Lastschrift durch Kreditor<br><b>16</b>: Abbuchung durch Kreditor<br><b>2</b>: automatik Überweisung/Scheck<br><b>3</b>: automatik Überweisung-AZV/Scheck<br><b>4</b>: Finanzwechsel<br><b>21</b>: Überweisung+Finanzwechsel<br><b>22</b>: Scheck+Finanzwechsel<br>
<br>Für Datev bitte folgende Einkauf-Zahlarten verwenden:<br>
<b>0</b>: keine Angaben<br>
<b>1</b>: Einzelüberweisung mit einer Rechnung<br>
<b>2</b>: Einzelüberweisung mit mehreren Rechnungen<br>
<b>3</b>: Sammelüberweisung mit einer Rechnung<br>
<b>4</b>: Sammelüberweisung mit mehreren Rechnungen<br>
<b>5</b>: Einzelscheck<br>
<b>6</b>: Sammelscheck<br>
<b>7</b>: SEPA-Überweisung mit einer Rechnung<br>
<b>8</b>: SEPA-Überweisung mit mehreren Rechnungen<br>
<b>9</b>: keine Überweisungen, Schecks<br>
<br>Für Varial World Edition bitte folgende Einkauf-Zahlarten verwenden:<br><b>PTE_UNKNOWN</b>: Unbekannt<br><b>PTE_CHEQUE</b>: Scheck<br><b>PTE_BACS</b>: Überweisung<br><b>PTE_DIRECTDEBIT</b>: Lastschrift<br><b>PTE_BANKCOLLECTION</b>: Bankeinzug<br><br>Für Varial Guide bitte folgende Einkauf-Zahlarten verwenden:<br><b>00</b>: ohne autom. Zahlung<br><b>01</b>: Scheck<br><b>03</b>: Überweisung<br><b>04</b>: autom. nach Zahlweg<br><b>07</b>: belegl. Auslandszahlung<br><br>Für Sage Finanz keine Einkauf-Zahlarten verwenden.";0: kein Zahlverkehr,31: Sepa-Überweisung,6: Scheck,7: Überweisung,8: Überweisung DTA AZV,11: Kreditkarte,12: Barzahlung,13: Vorkasse,14: Nachnahme,15: Lastschrift durch Kreditor,16: Abbuchung durch Kreditor,2: automatik Überweisung/Scheck,3: automatik Überweisung-AZV/Scheck,4: Finanzwechsel,21: Überweisung+Finanzwechsel,22: Scheck+Finanzwechsel;0: kein Zahlverkehr,31: Sepa-Überweisung,6: Scheck,7: Überweisung,8: Überweisung DTA AZV,11: Kreditkarte,12: Barzahlung,13: Vorkasse,14: Nachnahme,15: Lastschrift durch Kreditor,16: Abbuchung durch Kreditor,2: automatik Überweisung/Scheck,3: automatik Überweisung-AZV/Scheck,4: Finanzwechsel,21: Überweisung+Finanzwechsel,22: Scheck+Finanzwechsel;true 2
helpdesk;art_serviceanfrage;Helpdesk - Vorgabewerte;ART_SERVICEANFRAGE;Art der Serviceanfrage;Hier werden die unterschiedlichen Arten der Serviceanfragen definiert.;1:Systemstillstand,2:Fehler Teilfunktion,3:Wunsch,4:Informationsanfrage,5:Beschaffungsanfrage;1:Systemstillstand,2:Fehler Teilfunktion,3:Wunsch,4:Informationsanfrage,5:Beschaffungsanfrage;true 2
helpdesk;eskl_p1s1;Helpdesk - Eskalations-Management-System;ESKL_P1S1;Priorität 1/Stufe 1;;1;1;true 2
helpdesk;eskl_p1s2;Helpdesk - Eskalations-Management-System;ESKL_P1S2;Priorität 1/Stufe 2;;3;3;true 2
helpdesk;eskl_p1s3;Helpdesk - Eskalations-Management-System;ESKL_P1S3;Priorität 1/Stufe 3;;4;4;true 2
helpdesk;eskl_p2s1;Helpdesk - Eskalations-Management-System;ESKL_P2S1;Priorität 2/Stufe 1;;3;3;true 2
helpdesk;eskl_p2s2;Helpdesk - Eskalations-Management-System;ESKL_P2S2;Priorität 2/Stufe 2;;7;7;true 2
helpdesk;eskl_p2s3;Helpdesk - Eskalations-Management-System;ESKL_P2S3;Priorität 2/Stufe 3;;10;10;true 2
helpdesk;eskl_p3s1;Helpdesk - Eskalations-Management-System;ESKL_P3S1;Priorität 3/Stufe 1;;7;7;true 2
helpdesk;eskl_p3s2;Helpdesk - Eskalations-Management-System;ESKL_P3S2;Priorität 3/Stufe 2;;10;10;true 2
helpdesk;eskl_p3s3;Helpdesk - Eskalations-Management-System;ESKL_P3S3;Priorität 3/Stufe 3;;14;14;true 2
helpdesk;eskl_p4s1;Helpdesk - Eskalations-Management-System;ESKL_P4S1;Priorität 4/Stufe 1;;10;10;true 2
helpdesk;eskl_p4s2;Helpdesk - Eskalations-Management-System;ESKL_P4S2;Priorität 4/Stufe 2;;14;14;true 2
helpdesk;eskl_p4s3;Helpdesk - Eskalations-Management-System;ESKL_P4S3;Priorität 4/Stufe 3;;21;21;true 2
helpdesk;level_serviceanfrage;Helpdesk - Vorgabewerte;LEVEL_SERVICEANFRAGE;Supportlevel;Hier werden die unterschiedlichen Supportlevel definiert.;1:1 First-Level,2:2 Second-Level;1:1 First-Level,2:2 Second-Level;true 2
helpdesk;prio_serviceanfrage;Helpdesk - Vorgabewerte;PRIO_SERVICEANFRAGE;Priorität;Hier werden die unterschiedlichen Prioritäten der Serviceanfragen definiert.;1:1 hoch,2:2 mittel,3:3 niedrig,4:4 Wunsch,5:5 Q+A;1:1 hoch,2:2 mittel,3:3 niedrig,4:4 Wunsch,5:5 Q+A;true 2
helpdesk;status_serviceanfrage;Helpdesk - Vorgabewerte;STATUS_SERVICEANFRAGE;Status der Serviceanfrage;Hier werden die Status der Serviceanfragen definiert.;1:1 offen,2:2 weitergeleitet,3:3 warte auf,4:4 in Bearbeitung,5:5 abgeschlossen;1:1 offen,2:2 weitergeleitet,3:3 warte auf,4:4 in Bearbeitung,5:5 abgeschlossen;true 2
helpdesk;support_adresse;Helpdesk - Informationen;SUPPORT_ADRESSE;Defaultadresse für den Support;Hier wird die Adresse des Supports eingetragen, welche als Ansprechpartner-Adresse für die Kunden dient.;14.670.150;14.670.150;true 2
intrastat;archivefolder;Intrastat - Allgemeines;ARCHIVEFOLDER;Archivierungsverzeichnis;Verzeichnis, in dem die vom Applikationsserver in der Intrastatmeldung erzeugten Dateien abgelegt werden.;../webserver/Archive/Intrastat/;../webserver/Archive/Intrastat/;true 2
intrastat;auftragsarten;Intrastat - Allgemeines;AUFTRAGSARTEN;Auftragsarten;Für Intrastat zu verwendende Auftragsarten. Bei keinem Eintrag werden alle Arten verwendet. Die Aufträge werden hierbei mit dem equivalenten Kürzel kommagetrennt aus Stamm - Auftragsarten angegeben. Beipiel: Es sollen nur Montageaufträge (MO) und Vertriebsaufträge (VA) verwendet werden. Daraus ergibt sich der Wert MO,VA.;;;true 2
intrastat;bundesland;Intrastat - Allgemeines;BUNDESLAND;Bundesland des zuständigen Finanzamtes;Einzutragen ist unter Benutzung der Schlüsselnummern das Bundesland, in dem das die Veranlagung zur Umsatzsteuer zuständigen Finanzamt seinen Sitz hat.;9;9;true 2
intrastat;evagfaktor;Intrastat - Allgemeines;EVAGFAKTOR;Wert des Gewichtsfaktors (Intrastat);Gewichtsfaktor, mit dem das Artikelgewicht multipliziert wird.;1;1;true 2
intrastat;evagfaktor2;Intrastat - Allgemeines;EVAGFAKTOR2;Wert des Gewichtsfaktors (EVA);Gewichtsfaktor, mit dem das Artikelgewicht multipliziert wird.;1;1;true 2
intrastat;format;Intrastat - Allgemeines;FORMAT;Meldungsformat;Das Ausgabeformat für die Intrastat-Meldung;ASCII;ASCII;true 2
intrastat;matnummer;Intrastat - Allgemeines;MATNUMMER;Materialnummer(XML);Beim Intrastat/XML-Format wird der hier eingetragene Text als Dateiname für die Meldedatei verwendet.;;;true 2
intrastat;matnummereingangascii;Intrastat - Allgemeines;MATNUMMEREINGANGASCII;Materialnummer Eingang(ASCII);Beim Intrastat/ASCII wird der hier eingetragene Text als Dateiname für die Meldedatei verwendet.;Intrastateingang;Intrastateingang;true 2
intrastat;matnummerversendungascii;Intrastat - Allgemeines;MATNUMMERVERSENDUNGASCII;Materialnummer Versendung(ASCII);;Intrastatversendung;Intrastatversendung;true 2
intrastat;maxtimediff;Intrastat - Allgemeines;MAXTIMEDIFF;Maximale Zeitdifferenz in Monaten;"gibt an, ab welcher Zeitdifferenz zum Meldemonat ein Beleg gemeldet wird, auch wenn kein Rechnungsbeleg dafür vorliegt.
Beispiel: Bei Meldung im Juni und einem Wert von 4 werden alle nichtgemeldeten Belege vor inkl. Februar gemeldet.";0;0;true 2
intrastat;msgconfig_intrastat;Intrastat - Allgemeines;MSGCONFIG_INTRASTAT;MSGCONFIG  für Intrastat;Diese ID gibt an, welche Mappinginstanz für die Intrastatmeldung verwendet werden soll.;;;true 2
intrastat;protocollfolder;Intrastat - Allgemeines;PROTOCOLLFOLDER;Protokollverzeichnis;Verzeichnis, in dem das Fehlerprotokoll der Intrastat vom Applikationsserver erzeugt wird.;../Archive/Intrastat/XML;../Archive/Intrastat/XML;true 2
intrastat;pruefegewicht;Intrastat - Allgemeines;PRUEFEGEWICHT;Gewichtsprüfung;Ist dieser Kenner gesetzt, wird das Gewicht der Belegposition bei Intrastatmeldung darauf geprüft, ob es grösser 0 ist. Ist dies nicht der Fall erfolgt eine Ausgabe im Fehlerprotokoll.;true;true;true 2
intrastat;statverfeingang;Intrastat - Statistisches Verfahren;STATVERFEINGANG;Eingang;;41003:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung (Zollrückvergütung),41004:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung (Zollrückvergütung),43000:Eingang zum endgültigen Verbleib,43001:Vorübergehender Eingang zur wirtschaftlichen Lohnveredelung,43222:Eingang zum endgültigen Verbleib nach wirtschaftlicher Lohnveredelung,51003:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung (Nichterhebung),51004:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung (Nichterhebung),51543:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung nach Abfertigung zur akt. Veredelung (Nichterhebung) in einem anderen Mitgliedsstaat,51544:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung nach Abfertigung zur akt. Veredelung (Nichterhebung) in einem anderen Mitgliedsstaat,61215:Eingang zum endgültigen Verbleib nach zollamtlich bewilligter passiver Veredelung;41003:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung (Zollrückvergütung),41004:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung (Zollrückvergütung),43000:Eingang zum endgültigen Verbleib,43001:Vorübergehender Eingang zur wirtschaftlichen Lohnveredelung,43222:Eingang zum endgültigen Verbleib nach wirtschaftlicher Lohnveredelung,51003:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung (Nichterhebung),51004:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung (Nichterhebung),51543:Vorübergehender Eingang zur zollamtlich bewilligten Eigenveredelung nach Abfertigung zur akt. Veredelung (Nichterhebung) in einem anderen Mitgliedsstaat,51544:Vorübergehender Eingang zur zollamtlich bewilligten Lohnveredelung nach Abfertigung zur akt. Veredelung (Nichterhebung) in einem anderen Mitgliedsstaat,61215:Eingang zum endgültigen Verbleib nach zollamtlich bewilligter passiver Veredelung;true 2
intrastat;statverfversendung;Intrastat - Statistisches Verfahren;STATVERFVERSENDUNG;Versendung;;10000:Versendung,10431:Wiederversendung nach wirtschaftlicher Lohnveredelung,22002:Vorübergehende Versendung zur wirtschaftlichen Lohnveredelung,31413:Versendung z. endg. Verbleib n. zollamtlich bewilligter Eigenveredlung (Zollrückvergütung),31414:Versendung z. endg. Verbleib n. zollamtlich bewilligter Lohnveredlung (Zollrückvergütung),31513:Versendung z. endg. Verbleib n. zollamtlich bewilligter Eigenveredlung (Nichterhebung),31514:Versendung z. endg. Verbleib n. zollamtlich bewilligter Lohnveredlung  (Nichterhebung);10000:Versendung,10431:Wiederversendung nach wirtschaftlicher Lohnveredelung,22002:Vorübergehende Versendung zur wirtschaftlichen Lohnveredelung,31413:Versendung z. endg. Verbleib n. zollamtlich bewilligter Eigenveredlung (Zollrückvergütung),31414:Versendung z. endg. Verbleib n. zollamtlich bewilligter Lohnveredlung (Zollrückvergütung),31513:Versendung z. endg. Verbleib n. zollamtlich bewilligter Eigenveredlung (Nichterhebung),31514:Versendung z. endg. Verbleib n. zollamtlich bewilligter Lohnveredlung  (Nichterhebung);true 2
intrastat;translimit;Intrastat - Allgemeines;TRANSLIMIT;Anzahl der Datensätze in einer Transaktion;"ACHTUNG: Nur im Sonderfall verändern!
Gibt an, wieviele Datensätze in einer einzelnen Transaktion für die Intrastatmeldung verarbeitet werden sollen. Bei Timeouts kann eine Reduktion des Wertes den Fehler beheben, allerdings erhöht sich die Laufzeit, je niedriger der Wert ist.

";200;200;true 2
intrastat;trennzeichen;Intrastat - Allgemeines;TRENNZEICHEN;Trennzeichen für Verwendung der Intrastatschnittstelle;Dieses Trennzeichen wird verwendet, um die Datensätze und Felder voneinander zu unterscheiden. Je nach Anforderung der Meldestelle kann dies abweichen.;|;|;true 2
intrastat;unterscheidungsnummer;Intrastat - Allgemeines;UNTERSCHEIDUNGSNUMMER;Unterscheidungsnummer für Unternehmensteile;Einzutragen ist die 3-stellige Nummer zur Unterscheidung von getrennt zur Intrahandelsstatistik meldenden Unternehmen.;;;true 2
